2023-11-29 20:31:31 | INFO  | TestClient:17 | Opening main page by URL: https://magento.softwaretestingboard.com
2023-11-29 20:31:31 | INFO  | DriverManager:18 | Initializing driver: chrome
2023-11-29 20:31:47 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.MainPage
2023-11-29 20:31:49 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.LoginPage
2023-11-29 20:31:51 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.MainPage
2023-11-29 20:31:51 | INFO  | TestClient:17 | Opening main page by URL: https://magento.softwaretestingboard.com
2023-11-29 20:31:51 | INFO  | DriverManager:18 | Initializing driver: chrome
2023-11-29 20:31:54 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.MainPage
2023-11-29 20:31:55 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.LoginPage
2023-11-29 20:31:57 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.MainPage
2023-11-29 20:31:57 | INFO  | TestClient:17 | Opening main page by URL: https://magento.softwaretestingboard.com
2023-11-29 20:31:57 | INFO  | DriverManager:18 | Initializing driver: chrome
2023-11-29 20:32:00 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.MainPage
2023-11-29 20:32:01 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.LoginPage
2023-11-29 20:32:04 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.MainPage
2023-11-29 20:32:04 | INFO  | TestClient:17 | Opening main page by URL: https://magento.softwaretestingboard.com
2023-11-29 20:32:04 | INFO  | DriverManager:18 | Initializing driver: chrome
2023-11-29 20:32:07 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.MainPage
2023-11-29 20:32:08 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.LoginPage
2023-11-29 20:32:10 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.MainPage
2023-11-29 20:32:39 | INFO  | TestClient:17 | Opening main page by URL: https://magento.softwaretestingboard.com
2023-11-29 20:32:39 | INFO  | DriverManager:18 | Initializing driver: chrome
2023-11-29 20:32:42 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.MainPage
2023-11-29 20:32:43 | INFO  | Modal:19 | Initializing modal for class: org.tacc.green1.model.LoginPage
